session,Period,Subject,Num_subject,Num_others,choice_task1,choice_task2,choice_task3,choice_task4,choice_same_gender,choice_diff_gender,choice_same_neutral,choice_diff_neutral,random_play_order,play_order,game1,game2,game3,game4,year,campus,roomate,gender,visitation,visitation_first,visitation_second,visitation_third,nonvisitation_first,nonvisitation_second,nonvisitation_third,num_male_total,num_male_others,num_female_total,num_female_others,even_num_male,even_num_female,temp_rand_matching1,temp_rand_matching2,temp_rand_matching3,temp_rand_matching4,temp_matching_rank1,temp_matching_id_sg,temp_matching_rank2,temp_matching_id_dg,temp_matching_rank3,temp_matching_id_sn,temp_matching_rank4,temp_matching_id_dn,quiz_phase,quiz1,quiz2,quiz3,quiz4,quiz5,quiz6,quiz7,quiz8,answer_stage,choice_game1,stage_control,choice_game2,choice_game3,choice_game4,guess_number,confidence_num_other_choice1,identity,whichpart_identity,part2_choice1,part2_choice2,part2_choice3,part2_choice4,part2_choice5,part2_choice6,part2_choice7,part2_choice8,part2_choice9,part2_choice10,part2_choice11,age,major,nationality,religion,religion_other,opinion_experiment,friend,trust,pass,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,generous,lazy,frugal,impatient,studious,cautious,artistic,patient,reckless,rand_check,check_order,check1,check2,check3,check4,female_avatar,male_avatar,neutral_female_avatar,neutral_male_avatar,payment_task_part1,partner_choice,payment_choice_part1,earning,total_num_choice1_task1,total_num_choice1_task2,total_num_choice1_task3,total_num_choice1_task4,other_num_choice1_task1,other_num_choice1_task2,other_num_choice1_task3,other_num_choice1_task4,num_other_choice1,deviation,extra_point,rand_lottery,selected_row,part2_payment_choice,rand_optionb,threshold_optionb,part2_payment,rand_final,payment_part,final_earning,final_cash,selected_order_task,exp_effect
2,1,6,14,13,2,1,2,1,2,1,2,1,0.873,6,4,2,1,3,2,1,0,2,1,I can have male friends come over to hang out.,,,Females are usually cleaner than males.,,,7,7,7,6,0,0,0.648274193,0.632601435,0.524737328,0.93254429,2,1,2,2,3,2,2,2,9,4,1,4,2,1,2,2,1,0,1,1,1,2,2,8,75,0,,1,1,1,1,1,1,1,2,2,2,2,20,Chemistry,American,9,,I think it was about how we make decisions based on the probabilty and amount of the reward we might receive.,3,0,2,3,4,4,2,3,3,4,4,2,1,5,5,4,1,5,1,1,1,1,3,2,5,5,2,3,4,3,3,18.312,19,4,1,2,3,2,1,3,3,4,1,1,60,5,7,12,13,5,7,12,12,12,4,0,0.942401344,11,2,0.01688823,1,60,0.100121696,2,60,114,1,0
3,1,6,14,13,1,1,1,2,1,1,1,2,0.417,3,2,1,3,4,2,1,1,1,1,I found that it does not limit who i can choose to interact with,,,It is more comfortable in the event that somebody has inhibitions around a particular gender,,,7,6,7,7,0,0,0.337387167,0.466109194,0.87926199,0.897217052,5,3,3,3,2,1,2,2,9,4,4,4,2,1,2,1,1,0,1,1,1,1,2,7,95,0,,1,1,1,1,1,1,2,2,2,2,2,19,Economics,Zambian,2,-,expected value,1,0,2,5,3,4,2,3,5,2,3,1,1,5,3,3,2,2,2,5,1,2,2,4,2,5,3,3,3,2,5,23.64,24,4,3,2,1,2,1,1,3,1,1,1,60,6,5,6,7,5,5,5,7,5,2,1,0.016636709,1,1,0.549748194,0,40,0.973945578,1,61,115.4,2,0
4,1,6,16,15,2,2,2,2,2,2,2,2,0.253,2,1,2,4,3,2,1,1,2,1,You can bring the friends of the oppsite sex if you need to study together or just have fun,,,the chances of a having a noisy company at night are substantially decreased,,,8,8,8,7,1,1,0.467756931,0.596341848,0.921383663,0.796789402,6,3,5,5,1,1,2,2,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,1,90,0,,1,1,1,1,1,1,1,1,2,2,2,20,Economics,Kazakhstan,9,,a comparison between a typical prisoner's dillema (including the interation with another person) and the question on expected probablity (where a random choice decides the outcome),1,1,2,2,5,4,4,4,3,4,4,4,3,2,4,4,2,3,4,2,2,4,3,3,3,4,4,4,4,3,2,13.632,14,3,1,4,2,2,1,3,1,2,2,2,40,3,4,8,7,3,4,8,7,3,2,1,0.258579615,3,1,0.537894976,0.2,40,0.115023102,2,40,86,2,0
5,1,6,16,15,1,1,1,1,1,1,1,1,0.379,3,2,1,3,4,4,1,0,2,1,Everyone can visit ,My friends live in visitation,Opposite genger can be there,Better laundry rooms ,Better study spots ,Get to know Emirati friends better ,8,8,8,7,1,1,0.086934311,0.39750158,0.115363375,0.509147665,8,4,6,6,6,3,3,3,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,8,90,0,,1,1,1,1,1,1,1,2,2,2,2,23,SRPP,Australian,9,,Trust of gender... SUPER confused about the vis and non vis part though. And 2nd part measures our risk aversion,3,1,2,3,4,3,4,2,4,4,4,2,2,4,3,4,2,4,1,1,1,2,4,2,4,3,3,3,4,3,3,18.96,19,4,1,2,3,2,1,3,3,2,2,1,0,5,3,7,8,4,3,6,7,3,5,0,0.826978417,10,2,0.811307154,0.9,60,0.470313888,2,60,114,1,0
6,1,6,18,17,2,2,2,2,2,2,2,2,0.686,5,3,2,1,4,1,1,0,2,1,My friends can visit if I want them to.,"My friends are both male and female, so I do not have to limit my visitors to one gender.","It is a more relaxed, social atmosphere as more people come and go around in visitation floors. (I get to meet new people)",It is more silent and one can concentrate on their work.,One is not bothered by the fact that the opposite sex is there or someone who does not live in the suite may visit.,Women who wear abaya do not have to cover themselves at all times and feel more like at home.,9,9,9,8,0,0,0.563969124,0.976005292,0.361334497,0.439713136,2,1,1,1,8,4,3,3,9,4,2,4,2,1,2,1,1,0,2,1,2,2,2,6,80,0,,1,1,1,1,1,1,1,2,2,2,2,20,Political Science,Lithuanian,10,Do not identify with any religious affiliation,"I think it was to see if a person is risk averse, risk loving or neutral. Also it may concern the ability to cooperate and rationally make decisions to get higher payoffs.",3,1,2,4,4,5,4,4,5,4,4,2,2,2,1,1,4,5,1,1,1,1,3,3,4,3,3,4,4,4,2,11.64,12,2,4,3,1,3,3,3,3,2,2,2,40,4,3,5,8,4,3,5,8,5,1,2,0.566758896,7,1,0.26997341,0.6,40,0.36691924,2,40,86,2,0
7,1,6,16,15,1,1,1,1,1,1,1,1,0.983,6,4,2,1,3,1,1,1,2,1,Can have friends of the opposite sex over,Can socialize with different gender more conveniently,"If meeting someone of another sex, I don't have to be the one going to their place.",More likely to get a double,Has your own space,Facilities like the laundry loom is cleaner and more avaliable.,8,8,8,7,1,1,0.975454398,0.879834765,0.265056227,0.249371517,1,1,1,1,6,3,6,6,9,4,1,4,2,1,2,2,1,0,1,1,1,1,1,15,99,0,-,1,1,1,1,1,1,2,2,2,2,2,20,Theatre,Taiwan,9,-,Risk taking,0,1,2,2,4,5,4,5,4,4,5,2,1,4,4,4,2,2,1,1,1,1,3,2,3,2,3,4,5,5,3,21.456,22,4,2,3,1,2,3,3,3,4,1,1,60,6,7,13,13,5,7,12,12,12,3,0,0.356306169,4,1,0.485386516,0.3,40,0.153081168,2,40,86,1,0
8,1,6,16,15,1,1,2,2,1,1,2,2,0.602,4,2,1,4,3,2,1,1,1,1,Can hold more other gender inclusive events,,,It tends to be quieter,,,8,7,8,8,1,1,0.114022135,0.239560059,0.835241336,0.973250547,8,4,5,5,3,2,1,1,9,4,2,4,2,1,2,1,1,0,1,1,1,2,2,4,60,0,,1,1,1,1,1,1,1,1,2,2,2,23,Economics,Korean,8,,"Game theory, prisoner's dilemma, Risk Aversion Tendency",1,1,2,2,2,1,1,3,3,4,4,2,3,3,3,4,2,2,1,4,1,3,3,4,2,4,3,2,3,3,5,4.68,5,1,4,2,3,3,3,3,3,3,2,2,40,5,4,6,8,4,4,6,8,4,0,3,0.141455957,2,1,0.015248442,0.1,40,0.299576873,2,40,86,4,0
9,1,6,18,17,1,1,1,1,1,1,1,1,0.271,2,1,2,4,3,4,1,0,2,1,My romantic partner can visit me in my room,My male friends can see me,,I don't have to worry about bumping to any men in the hallway,,,9,9,9,8,0,0,0.536254358,0.876053641,0.560177827,0.067246651,5,3,3,3,4,2,9,9,9,4,1,4,2,2,2,2,1,0,1,1,1,1,1,8,100,0,,1,1,1,1,1,1,1,1,1,1,2,21,Literature and Creative Writing,Filipino,3,-,This experiment wanted to see how willing people are to risk points based on probability. ,5,1,2,3,4,4,4,4,4,3,3,3,1,4,4,4,2,2,3,4,1,1,4,3,3,4,3,4,4,4,2,6.024,7,2,1,3,4,2,1,3,3,1,2,1,0,6,7,13,14,5,7,12,13,5,3,0,0.575393902,7,1,0.375267333,0.6,40,0.855873209,1,0,30,1,0
10,1,6,14,13,2,1,2,2,2,1,2,2,0.793,5,3,2,1,4,4,1,0,2,1,freedom of having male friends come over ,more liberal people on floor,known expectations,freedom if you are vieled ,,,7,7,7,6,0,0,0.724874486,0.756602398,0.990617201,0.555311283,2,1,2,2,1,1,5,5,9,4,1,4,2,1,2,1,1,0,2,1,1,2,2,4,90,0,,1,1,1,1,1,1,1,1,1,1,2,22,economics ,pakistani,5,-,fun,3,0,2,2,2,4,4,4,4,2,2,2,1,4,4,4,2,2,3,2,1,4,5,2,2,3,5,3,4,5,2,7.872,8,2,1,4,3,3,3,3,3,1,1,2,40,5,4,6,6,5,4,6,6,6,2,1,0.069230756,1,1,0.085885868,0,40,0.430710371,2,40,86,3,0
11,1,6,12,11,1,1,1,1,1,1,1,1,0.738,5,3,2,1,4,4,1,0,1,1,Opposite-sex students can visit my room,Better social scene,More open-minded suite mates,Quiet enough for in-room studies,Good for a structured lifestyle,,7,6,5,5,0,0,0.467091652,0.938550282,0.027373747,0.108948239,5,3,1,1,7,4,7,7,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,7,25,0,,1,1,1,1,1,1,1,2,2,2,2,23,Literature,Denmark,8,-,"Are men more or less likely to pick Option B? In other words, do men get defensive and risk-averse because they worry about being cheated out of the 60 ECU they could make if they chose Option A?",2,1,2,2,4,4,4,5,3,4,4,2,2,2,2,2,4,4,1,1,1,1,3,3,3,4,3,2,3,2,4,19.752,20,4,1,3,2,2,1,3,3,1,1,1,60,3,4,8,8,2,4,7,7,7,0,3,0.837468035,10,2,0.132591179,0.9,60,0.66235096,1,63,118.2,3,0
12,1,6,12,11,1,1,1,1,1,1,1,1,0.27,2,1,2,4,3,4,1,0,2,1,you can get any visitor at any time,,,laundry room is clean and less used,generally more quiet,,6,6,6,5,1,1,0.602440727,0.053750463,0.775086833,0.518514208,3,2,6,6,3,2,3,3,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,4,70,0,,1,1,1,1,1,1,1,1,2,2,2,22,Chemistry,Bosnia and Herzegovina,5,-,decisions about when to take risk and how much to still stay safe,0,1,2,2,3,5,5,4,3,4,3,4,2,2,2,2,2,4,4,1,1,1,4,2,3,3,4,3,3,5,3,18.384,19,4,1,2,3,2,1,1,3,4,2,1,0,3,3,7,6,2,3,6,5,2,2,1,0.249192552,3,1,0.93159133,0.2,40,0.494048327,2,40,86,3,0
13,1,6,20,19,1,1,1,2,1,1,1,2,0.548,4,2,1,4,3,4,1,1,2,1,any friends can visit,,,the building is cleaner,,,11,11,9,8,0,0,0.791071898,0.003234466,0.271567839,0.056697967,2,1,9,9,8,4,9,9,9,4,1,4,2,1,2,1,1,0,1,1,1,2,1,11,90,0,,1,1,1,1,1,1,1,1,1,1,2,23,Economics,Kazakhstan,5,-,decision making,2,1,2,5,5,5,4,4,5,3,4,3,1,3,4,5,5,3,5,1,1,1,3,3,3,3,3,3,3,3,3,21.6,22,4,2,3,1,2,1,3,2,3,2,1,0,7,7,13,10,6,7,12,10,7,4,0,0.338326911,4,1,0.633383303,0.3,40,0.939345112,1,0,30,4,0
14,1,6,22,21,2,1,1,2,2,1,1,2,0.792,5,3,2,1,4,2,1,0,1,1,I can have friends of the opposite gender over,,,There are very few disturbances and the floors are usually quiet,,,11,10,11,11,0,0,0.91116069,0.428562911,0.154073249,0.877712414,2,1,7,7,9,5,1,1,9,4,1,4,2,1,2,1,1,0,1,1,1,2,2,8,60,0,,1,1,1,1,1,1,1,2,2,2,2,19,Computer Science,Ethiopian,3,,"Do they opt for the guaranteed 40, knowing that could mean the other participant doesn't get anything or do they trust each other to make the choice that is in both of their best interests?",3,0,2,2,3,2,2,1,3,3,2,1,4,2,2,3,3,4,2,2,3,4,2,4,2,5,3,4,3,2,4,20.568,21,4,2,1,3,2,1,1,1,4,1,2,40,4,8,11,13,4,8,10,13,10,2,1,0.4220983,5,1,0.263860859,0.4,40,0.111332063,2,40,86,4,0
15,1,6,20,19,1,1,1,1,1,1,1,1,0.187,2,1,2,4,3,4,1,1,1,1,You can invite groups into your dorm,Parties would be fun,Its more like coed,Can get quiet,No possibilities of inviting class groups ,Not coed,10,9,10,10,1,1,0.176781465,0.486611359,0.928813428,0.719131552,8,4,5,5,1,1,6,6,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,9,100,0,,1,1,1,1,1,1,1,2,2,2,2,23,Civil Engineering,Nepal,7,,Probability. On making choices based with uncertainties but a better payoff or with a certainty but an average payoff.,4,0,2,5,4,1,4,2,4,4,4,5,3,4,5,5,1,1,1,3,1,2,1,5,3,2,4,2,1,4,3,13.152,14,3,1,4,2,2,1,3,1,1,1,1,60,8,6,12,13,7,6,11,12,7,2,1,0.298774518,4,1,0.817298118,0.3,40,0.342854383,2,40,86,1,0
16,1,6,20,19,1,1,1,1,1,1,1,1,0.305,2,1,2,4,3,4,1,1,1,1,No gender discrimination,More social atmosphere,Less restrictions,More private,,,10,9,10,10,1,1,0.885716376,0.935850587,0.672316928,0.86055244,2,1,1,1,4,2,2,2,9,4,3,4,2,1,2,1,1,0,1,1,1,1,1,8,90,0,,1,1,1,1,1,1,1,1,1,2,2,23,Electrical Engineering,Estonia,9,,Trust and cooperation. Also ethics of taking risks.,3,1,2,4,4,5,5,5,2,2,1,4,2,3,2,2,4,4,1,2,3,1,2,4,4,5,2,2,1,2,4,10.584,11,2,4,1,3,2,1,3,3,3,2,1,0,6,8,11,12,5,8,10,11,5,3,0,0.489809777,6,1,0.126962763,0.5,40,0.287071859,2,40,86,4,0
17,1,6,8,7,1,1,1,2,1,1,1,2,0.224,2,1,2,4,3,3,2,1,1,1,Friends of all genders can visit you,It is easier to have romantic relationships,,Women who wear a hijab can easily move between rooms without being seen by males ,You can feel more comfortable sharing your problems with RA or other residents ,,4,3,4,4,1,1,0.968031707,0.871830045,0.778168868,0.3605753,2,1,2,2,1,1,4,4,9,4,1,4,2,1,2,1,1,0,1,1,1,2,1,2,80,0,,2,2,2,2,2,2,2,1,1,1,1,20,Political Science,Costa Rican,2,-,"Game Theory, Decision making in groups, gender dynamics in decisions ",0,1,2,3,4,4,4,5,5,3,3,2,2,4,5,5,1,4,4,3,1,1,2,4,1,5,2,1,3,2,4,7.824,8,2,1,4,3,2,1,3,3,2,2,1,0,3,3,6,4,2,3,5,4,2,0,3,0.161072174,2,2,0.747808921,0.1,0,0.745990159,1,3,34.2,2,0
18,1,6,10,9,1,1,1,1,1,1,1,1,0.601,4,2,1,4,3,4,1,0,1,1,Fewer restrictions on guests.,More interaction with a larger population.,Increased learning experiences throughout the college experience.,It is generally much quieter due to the restrictions.,It allows conservatives students to practice their ideals freely.,,5,4,5,5,0,0,0.020675217,0.346552182,0.089035407,0.316469133,5,3,4,4,5,3,3,3,9,4,1,4,2,2,2,1,1,0,1,1,1,1,1,4,90,1,Background. Gender. How extroverted. Mathematical acumen. Understanding of game theory and repeated interactions. ,1,1,1,1,1,1,1,2,2,2,2,26,Economics and Political Science,Cypriot,9,,How much risk players were willing to accept given the impossibility of solving the coordination problem with the opposite player. ,5,0,2,1,3,4,5,5,3,1,4,4,2,2,3,3,4,4,3,4,1,1,4,4,3,4,2,2,1,3,4,4.464,5,1,4,2,3,2,1,3,3,2,1,1,60,2,4,6,6,1,4,5,5,4,0,3,0.691572723,8,2,0.226287606,0.7,60,0.290816154,2,60,114,1,0
19,1,6,10,9,1,1,1,1,1,1,1,1,0.022,1,1,2,3,4,4,1,0,1,1,You can bring friends of the opposite sex over.,"If you prefer floors that are more lively and less quiet, it is a better floor to live on generally speaking.",,"It is quiet, there are no parties. ",,,5,4,5,5,0,0,0.582912038,0.409855089,0.44635712,0.907990634,4,2,3,3,3,2,1,1,9,4,1,4,1,1,2,1,1,0,1,1,1,1,1,3,80,1,Gender,1,1,1,1,1,1,1,1,2,2,2,22,SRPP and Political Science,Croatian,9,-,"How men and women assess risk differently, especially when they know/do not know the gender of the other person",1,0,2,4,3,4,5,2,3,3,4,4,1,2,1,1,2,5,1,1,1,1,3,4,2,4,1,1,1,2,4,20.184,21,4,2,1,3,2,1,1,2,1,1,1,60,4,4,7,7,3,4,6,6,3,0,3,0.243893768,3,1,0.393634787,0.2,40,0.029872406,2,40,86,1,1
20,1,6,12,11,1,1,1,1,1,1,1,1,0.68,5,3,2,1,4,4,1,1,1,1,all friends can come visit,more activity around,feels more normal,less distraction,peace and quiet,more privacy,6,5,6,6,1,1,0.493473939,0.189642063,0.13661073,0.213274658,6,3,5,5,5,3,5,5,9,4,2,4,2,1,2,1,1,0,1,1,1,1,1,11,90,0,,1,1,1,1,1,1,1,2,2,2,2,21,Mathematics,Nepali,9,-,gender bias in decision making,1,1,2,5,4,4,4,4,3,4,5,2,1,3,4,3,2,5,2,2,2,1,1,5,3,4,2,3,2,1,5,8.904,9,2,3,1,4,2,1,3,3,3,2,1,0,4,4,6,6,3,4,5,5,5,6,0,0.138333194,2,1,0.099790441,0.1,40,0.764679795,1,0,30,1,0
1,1,7,16,15,1,1,1,1,1,1,1,1,0.647,4,2,1,4,3,2,1,0,1,1,Your female friends can visit you.,"Your girlfriend can live with you, if you are in a single.",It's more free. ,Bromance!,Hanging out with rich Emirati kids,The first two choices are the only advantages.,8,7,8,8,1,1,0.961027394,0.987411474,0.419280498,0.811903552,1,1,1,1,4,2,1,1,9,4,4,4,2,1,2,1,1,0,1,1,1,1,1,6,100,0,,1,1,1,1,1,1,1,2,2,2,2,20,Economics,Afghan,5,,Risk,5,1,2,4,2,3,3,4,4,2,1,2,2,5,1,1,5,5,3,2,2,3,2,4,4,2,3,2,1,2,5,9.528,10,2,3,4,1,2,1,3,3,1,1,1,60,6,6,9,10,5,6,8,9,6,0,3,0.005171625,1,1,0.377242532,0,40,0.010964109,2,40,86,2,0
2,1,7,14,13,1,1,1,1,1,1,1,1,0.554,4,2,1,4,3,3,1,0,1,1,It is easier to hang out with friends,It is easier to get/give something living on a visitation floor because there's no need to leave the building,The atmosphere is livelier for some reason,I can be more comfortable,It's quieter,,7,6,7,7,0,0,0.636266863,0.26026504,0.546099073,0.28712062,3,2,6,6,3,2,6,6,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,6,90,0,,1,1,1,1,1,1,1,2,2,2,2,21,Computer Science and Mathematics,Korean,1,,people's formations of beliefs and risk-taking,3,1,2,4,4,4,3,5,5,5,5,3,2,5,1,1,5,5,2,3,1,1,4,4,2,4,3,2,3,3,4,6.888,7,2,1,3,4,2,3,3,3,4,1,1,60,7,6,12,13,6,6,11,12,6,0,3,0.57548648,7,1,0.667693144,0.6,40,0.738595691,1,63,118.2,3,0
3,1,7,14,13,1,1,1,1,1,1,1,1,0.539,4,2,1,4,3,2,1,1,2,1,male friends can visit me,higer chnaces of having people from other countries,can bring in male frinds who visit from outside university too,usually calmer floors,"tend to have more singles, or roomated don't live on campus so you get a single-double",great for practicing arabic,7,7,7,6,0,0,0.819602935,0.570208954,0.172638327,0.518762822,1,1,4,4,6,3,2,2,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,7,80,0,,1,1,1,1,1,1,1,1,2,2,2,20,Physics,Armenian,8,-,"game theory, also how phrasing of things might change people's mind, if we were told instead that if everyone chooses 1 we all would be guaranteed 60 points the outcome might have been different.",5,1,2,4,4,3,4,4,4,4,3,2,1,4,3,3,4,2,1,1,1,1,3,1,5,1,5,5,5,5,3,4.992,5,1,4,2,3,3,1,3,3,1,2,1,0,3,4,6,7,2,4,5,6,4,3,0,0.001704046,1,1,0.09639549,0,40,0.15696105,2,40,86,2,0
4,1,7,16,15,2,2,2,2,2,2,2,2,0.163,1,1,2,3,4,2,1,0,1,1,inviting members of the opposite sex to the room,,,"less noise, as social gatherings usually consist of mixed-sex groups",,,8,7,8,8,1,1,0.308336524,0.426940591,0.980990779,0.710833019,3,2,6,6,1,1,3,3,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,2,50,0,,1,1,1,1,1,1,2,2,2,2,2,21,Psychology,Hungary,2,,To see how people's decisions differ when they are presented with gendered humans vs. when they are presented with statistical probabilities.,3,0,2,5,3,5,5,4,5,3,3,2,1,4,5,4,3,1,1,2,1,2,1,4,4,1,1,1,2,2,5,16.176,17,3,4,1,2,2,1,3,3,2,2,2,40,4,3,8,7,4,3,8,7,4,2,1,0.590517531,7,2,0.579596942,0.6,60,0.340317817,2,60,114,2,1
5,1,7,16,15,2,1,1,2,2,1,1,2,0.691,5,3,2,1,4,3,1,1,2,1,no restrictions on who can enter floor,Easier to host events,,very peaceful,,,8,8,8,7,1,1,0.132165125,0.5601215,0.680836039,0.72134451,7,4,3,3,3,2,2,2,9,4,1,4,2,1,2,1,1,0,1,1,1,2,2,10,70,1,Economic background,1,1,1,1,1,1,1,2,2,2,2,20,Political Science,UK,8,,Risk assessment/aversion,2,1,2,2,4,5,4,4,5,4,4,2,2,4,4,3,4,5,4,4,1,1,4,2,2,4,2,4,4,4,2,5.16,6,1,4,3,2,2,1,3,3,2,1,1,60,5,3,7,8,5,3,6,8,6,4,0,0.460881612,6,1,0.753196943,0.5,40,0.305818438,2,40,86,2,0
6,1,7,18,17,2,2,2,2,2,2,2,2,0.603,4,2,1,4,3,2,1,1,2,1,I get to hang out with friends of different gender. ,I can invite anyone to my room.,"I feel more free to make noise, not be too tidy, or be restarined by the culture or norm of certain floor. ",Non-visitation floor is more clean.,Non-visitation floor is more quite.,"If I would have to say, pertains less risk generally.",9,9,9,8,0,0,0.207009867,0.037135286,0.519269548,0.055946905,5,3,9,9,5,3,9,9,9,4,2,4,2,1,2,1,1,0,2,1,2,2,2,3,70,0,,1,1,1,1,1,1,2,2,2,2,2,20,mathematics,south korea,8,,"I think the experiment was about collaboration in lifestyle - that is, about living in visitation/nonvisitation building or having a roommate - and collaborative earnings.",5,0,2,5,2,4,4,5,5,5,5,4,1,5,5,4,3,2,4,4,1,2,4,2,4,2,4,4,4,4,1,5.328,6,1,4,3,2,2,1,3,3,2,2,2,40,4,3,5,8,4,3,5,8,3,0,3,0.994379872,11,2,0.435257281,1,60,0.999175385,1,43,90.2,1,0
7,1,7,16,15,1,1,1,1,1,1,1,1,0.359,3,2,1,3,4,4,1,0,1,1,Female friends can visit me,,,Quieter environment,,,8,7,8,8,1,1,0.214174612,0.254814718,0.645245128,0.449162458,7,4,6,6,4,2,6,6,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,6,80,0,-,1,1,1,1,1,1,1,2,2,2,2,23,Physics & Mathematics,Bulgaria,9,-,1. How gender affects our willingness to cooperate; 2. Willingness to take risk,0,0,2,4,3,4,5,4,3,4,3,2,2,4,4,3,2,4,2,2,1,2,3,4,3,4,2,2,2,2,4,23.856,24,4,3,2,1,2,1,3,3,4,1,1,60,6,6,13,13,5,6,12,12,6,0,3,0.019167792,1,1,0.34596627,0,40,0.773338966,1,63,118.2,4,1
8,1,7,16,15,2,2,2,1,2,2,2,1,0.893,6,4,2,1,3,1,1,1,2,1,You can have your guy friends visit you/ no restrictions on who is visiting you.,,,Privacy from the male population.,,,8,8,8,7,1,1,0.769639698,0.859337664,0.024060983,0.421942519,4,2,2,2,8,4,3,3,9,4,1,4,2,1,2,1,1,0,1,1,2,2,2,4,73,0,,1,1,1,1,1,1,1,2,2,2,2,19,Electrical Engineering,Montenegrin,3,,How probability and prediction of others' actions influence our risk taking.,0,0,2,2,4,5,4,2,5,3,5,2,1,3,4,4,4,5,1,1,2,2,4,1,3,5,5,5,5,2,1,14.064,15,3,2,1,4,2,1,3,3,3,1,2,40,5,6,6,8,5,6,6,7,7,3,0,0.639034684,8,2,0.728719013,0.7,0,0.600987572,1,40,86,4,0
9,1,7,18,17,2,1,2,1,2,1,2,1,0.54,4,2,1,4,3,1,1,1,2,1,Opportunity to receive male visitors,,,More privacy and comfortablity,,,9,9,9,8,0,0,0.584272985,0.198693052,0.106991806,0.718157152,3,2,7,7,8,4,2,2,9,4,1,1,2,1,2,2,2,0,1,1,2,1,2,8,85,0,,1,1,1,1,1,1,1,1,1,1,1,20,Undeclared,Ghanaian,1,-,Experimenting whether people are risk averse,3,0,2,1,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,2,0.312,1,1,2,3,4,2,1,1,2,1,2,2,40,6,7,13,14,6,7,13,13,7,1,2,0.839862916,10,1,0.701408663,0.9,40,0.368884691,2,40,86,2,0
10,1,7,14,13,2,2,2,2,2,2,2,2,0.409,3,2,1,3,4,1,1,1,2,1,You can invite friends.,You live close to your friends.,You get to meet many diverse people.,Quiet,Privacy,Security,7,7,7,6,0,0,0.296407739,0.103185863,0.026318969,0.67276971,5,3,7,7,6,3,4,4,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,3,20,0,,1,1,1,1,1,1,1,1,1,1,1,19,Engineering,Korea,9,-,How much you are influenced with the probability,0,0,2,2,2,4,4,4,4,5,3,2,2,2,2,2,3,3,1,3,1,1,4,4,3,3,3,4,3,4,3,21.144,22,4,2,3,1,3,3,3,3,1,1,2,40,5,4,6,6,5,4,6,6,4,1,2,0.831726142,10,1,0.023337234,0.9,40,0.003151828,2,40,86,2,0
11,1,7,12,11,1,1,1,1,1,1,1,1,0.98,6,4,2,1,3,3,1,1,2,1,Vibrant Environment,Friends can easily come to apartment,More energy,Very quiet and peaceful,Clean and private,All-girls events and respectful interactions,7,7,5,4,0,0,0.992693966,0.943827091,0.166064649,0.621693787,1,1,1,1,4,2,4,4,9,4,1,4,2,1,1,1,1,0,1,1,1,1,1,11,90,0,,1,1,1,1,1,1,1,1,1,1,2,22,Social Research and Public Policy,Pakistani,5,-,Assessing if people would take risk or choose the safest option even when the probability of risk vaires,1,1,2,2,5,3,5,3,4,5,5,4,2,3,4,3,3,3,3,2,1,1,4,2,3,3,3,5,5,5,1,14.448,15,3,2,1,4,2,1,3,3,1,1,1,60,4,4,8,8,3,4,7,7,7,4,0,0.287842001,4,1,0.675075427,0.3,40,0.592716943,1,60,114,3,0
12,1,7,12,11,1,1,1,1,1,1,1,1,0.131,1,1,2,3,4,1,1,1,1,1,have choice of seeing someone if i need/want to,,,could be more comfortable,,,6,5,6,6,1,1,0.433571128,0.621123855,0.029954625,0.920783152,3,2,1,1,6,3,2,2,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,5,100,0,,1,1,1,1,1,1,2,2,2,2,2,19,Economics,American,5,-,Part 1 was about seeing whether you trust the judement of another person (i.e.: to also pick choice 1). Part 2 was about whether you are willing to take a risk when you can earn guarenteed points.,1,0,2,5,3,3,4,4,4,3,3,3,4,3,4,4,2,2,4,2,2,4,2,4,3,4,2,2,2,2,4,2.664,3,1,3,2,4,2,1,1,3,4,2,1,0,4,5,7,6,3,5,6,5,3,2,1,0.9003689,10,2,0.740182957,0.9,60,0.311331458,2,60,114,4,0
