CaseNumber,IPAddress,DurationInMins,GroupSize,Mechanism,Cooperation,ExpCo,Nother,ExpCoP,PercEffi,conflict1,conflict2,conflict2r,conflict3,conflict4,conflict4r,conflict5,conflict6,conflict6r,Conflict,IR1_Q1,IR1_Q2,IR2_Q1,IR2_Q2,IR3_Q1,IR3_Q2,IR4_Q1,IR4_Q2,PunishQ1_1,PunishQ1_2,PunishQ1_3,PunishQ1_4,PunishQ2_1,PunishQ2_2,PunishQ2_3,PunishQ2_4,PunishQ3_1,PunishQ3_2,PunishQ3_3,PunishQ3_4,PunishQ4_1,PunishQ4_2,PunishQ4_3,PunishQ4_4,Age,Gender
247,70.181.35.44,10.983333333333333,4-person group,reputation,contribute 20,2,3,0.6666666666666666,7,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,1.6666666666666667,Member 3 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,51,Male
248,24.177.66.75,10.966666666666667,4-person group,punishment,contribute 20,1,3,0.3333333333333333,3,"neutral
3
","slightly agree
4
",2,"completely disagree
1
","completely disagree
1
",5,"completely agree
5
","neutral
3
",3,3.1666666666666665,,,,,,,,,3,4,3,0,1,0,0,9,0,0,0,10,2,2,2,4,21,Male
249,49.148.76.216,10.966666666666667,40-person group,reputation,contribute 20,19,39,0.48717948717948717,6,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly disagree
2
",4,2.6666666666666665,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,60,Male
250,142.197.88.222,10.933333333333334,40-person group,control,contribute 20,10,39,0.2564102564102564,3,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","completely agree
5
",1,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,26,Female
251,216.172.89.221,10.933333333333334,40-person group,punishment,contribute 20,19,39,0.48717948717948717,3,"neutral
3
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.3333333333333335,,,,,,,,,0,0,0,10,0,0,10,0,0,5,5,0,3,3,3,1,62,Male
252,70.114.120.115,10.85,40-person group,control,contribute 20,15,39,0.38461538461538464,6,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,4,,,,,,,,,,,,,,,,,,,,,,,,,35,Male
253,198.54.107.61,10.833333333333334,20-person group,reputation,contribute 20,9,19,0.47368421052631576,5,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","completely disagree
1
",5,4,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,31,Male
254,75.173.163.28,10.833333333333334,4-person group,punishment,contribute 20,3,3,1,7,"completely disagree
1
","slightly agree
4
",2,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,1.5,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,38,Male
255,201.142.159.21,10.816666666666666,40-person group,control,contribute 20,20,39,0.5128205128205128,5,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.1666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,23,Female
256,104.236.74.212,10.816666666666666,40-person group,control,contribute 20,30,39,0.7692307692307693,7,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.1666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,37,Male
257,95.107.250.83,10.8,20-person group,control,contribute 20,15,19,0.7894736842105263,7,"neutral
3
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,"slightly agree
4
","slightly agree
4
",2,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,33,Female
258,47.137.181.196,10.766666666666667,4-person group,punishment,contribute 0,2,3,0.6666666666666666,5,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,3.1666666666666665,,,,,,,,,2,2,2,4,3,3,0,4,1,1,1,7,2,2,2,4,55,Female
259,24.176.45.173,10.733333333333333,4-person group,reputation,contribute 20,2,3,0.6666666666666666,5,"slightly disagree
2
","neutral
3
",3,"neutral
3
","neutral
3
",3,"slightly disagree
2
","neutral
3
",3,2.6666666666666665,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,58,Female
260,76.30.174.136,10.666666666666666,20-person group,punishment,contribute 20,12,19,0.631578947368421,1,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","completely disagree
1
",5,"completely agree
5
","slightly disagree
2
",4,4.5,,,,,,,,,0,0,0,10,0,0,10,0,0,0,0,10,0,0,0,10,25,Male
261,107.77.206.71,10.633333333333333,20-person group,reputation,contribute 20,15,19,0.7894736842105263,6,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.3333333333333333,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,22,Female
262,182.232.242.83,10.633333333333333,40-person group,reputation,contribute 20,39,39,1,6,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,27,Male
263,107.77.224.111,10.633333333333333,4-person group,reputation,contribute 20,2,3,0.6666666666666666,4,"neutral
3
","slightly agree
4
",2,"neutral
3
","slightly disagree
2
",4,"neutral
3
","neutral
3
",3,3,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,31,Female
264,216.84.205.167,10.616666666666667,20-person group,reputation,contribute 20,15,19,0.7894736842105263,6,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","neutral
3
",3,1.8333333333333333,Member 3 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),0 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,37,Female
265,65.25.44.236,10.583333333333334,40-person group,reputation,contribute 20,25,39,0.6410256410256411,5,"slightly disagree
2
","slightly agree
4
",2,"slightly agree
4
","neutral
3
",3,"slightly disagree
2
","slightly agree
4
",2,2.5,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,38,Male
266,76.174.107.136,10.566666666666666,40-person group,control,contribute 20,35,39,0.8974358974358975,5,"slightly disagree
2
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,30,Male
267,173.25.25.86,10.566666666666666,40-person group,punishment,contribute 20,25,39,0.6410256410256411,5,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly agree
4
",2,2.5,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,33,Female
268,75.48.216.213,10.55,4-person group,punishment,contribute 0,2,3,0.6666666666666666,3,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly disagree
2
","slightly agree
4
",2,3,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,1,1,1,7,28,Male
269,75.132.208.246,10.516666666666667,4-person group,reputation,contribute 20,2,3,0.6666666666666666,5,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,2.8333333333333335,I choose no one,,Member 1 (contribute 20 tokens),0 tokens,Member 1 (contribute 20 tokens),0 tokens,I choose no one,,,,,,,,,,,,,,,,,,34,Male
270,94.241.16.251,10.516666666666667,4-person group,punishment,contribute 20,3,3,1,2,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,3,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,10,0,0,0,47,Female
271,98.87.27.72,10.5,40-person group,control,contribute 20,30,39,0.7692307692307693,5,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,,,,,,,,,,,,,,,,,56,Female
272,73.117.96.167,10.483333333333333,40-person group,reputation,contribute 0,8,39,0.20512820512820512,3,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,3,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),0 tokens,Member 3 (contribute 0 tokens),6 tokens,Member 2 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,47,Female
273,75.128.80.67,10.466666666666667,40-person group,punishment,contribute 20,30,39,0.7692307692307693,3,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.6666666666666665,,,,,,,,,0,0,0,10,0,0,10,0,0,5,5,0,3,3,4,0,55,Female
274,184.0.63.163,10.45,20-person group,reputation,contribute 20,14,19,0.7368421052631579,5,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","slightly agree
4
",2,1.8333333333333333,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,28,Male
275,74.93.185.214,10.45,4-person group,punishment,contribute 20,2,3,0.6666666666666666,6,"slightly disagree
2
","neutral
3
",3,"completely disagree
1
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,2.3333333333333335,,,,,,,,,0,0,0,10,0,0,0,10,4,3,3,0,0,0,0,10,32,Female
276,45.31.148.84,10.45,4-person group,control,contribute 0,1,3,0.3333333333333333,3,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","slightly disagree
2
",4,"neutral
3
","slightly agree
4
",2,3.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,33,Female
277,73.110.110.78,10.433333333333334,40-person group,control,contribute 20,20,39,0.5128205128205128,5,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,2.1666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,25,Female
278,98.144.53.36,10.433333333333334,20-person group,reputation,contribute 20,12,19,0.631578947368421,5,"slightly disagree
2
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.3333333333333335,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,34,Female
279,71.69.245.23,10.416666666666666,20-person group,punishment,contribute 20,12,19,0.631578947368421,4,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,2,8,0,1,1,8,1,1,1,7,21,Male
280,99.166.145.235,10.4,20-person group,reputation,contribute 20,8,19,0.42105263157894735,7,"slightly agree
4
","completely agree
5
",1,"slightly agree
4
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,2.3333333333333335,Member 3 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,22,Female
281,66.192.216.218,10.4,4-person group,punishment,contribute 20,3,3,1,7,"completely agree
5
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.6666666666666667,,,,,,,,,3,3,3,1,0,0,8,2,0,5,5,0,0,0,0,10,28,Female
282,173.28.34.187,10.4,4-person group,punishment,contribute 0,1,3,0.3333333333333333,3,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"neutral
3
","neutral
3
",3,3.1666666666666665,,,,,,,,,3,3,4,0,3,3,4,0,0,4,6,0,5,3,2,0,34,Female
283,68.44.93.239,10.4,40-person group,reputation,contribute 20,32,39,0.8205128205128205,6,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,2.1666666666666665,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,55,Female
284,208.54.44.202,10.383333333333333,20-person group,control,contribute 20,16,19,0.8421052631578947,7,"completely disagree
1
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"completely disagree
1
","slightly agree
4
",2,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,25,Female
285,12.12.130.164,10.383333333333333,20-person group,control,contribute 20,10,19,0.5263157894736842,5,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","completely agree
5
",1,1.8333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,35,Male
286,108.207.119.76,10.366666666666667,4-person group,punishment,contribute 20,3,3,1,5,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,3,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,32,Female
287,177.228.40.227,10.366666666666667,4-person group,punishment,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,35,Female
288,185.236.200.29,10.366666666666667,20-person group,reputation,contribute 20,10,19,0.5263157894736842,5,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","neutral
3
",3,2.1666666666666665,Member 3 (contribute 20 tokens),0 tokens,Member 2 (contribute 20 tokens),0 tokens,Member 1 (contribute 20 tokens),0 tokens,I choose no one,,,,,,,,,,,,,,,,,,37,Female
289,70.168.119.180,10.366666666666667,4-person group,punishment,contribute 20,1,3,0.3333333333333333,5,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly disagree
2
",4,"slightly disagree
2
","slightly disagree
2
",4,2.8333333333333335,,,,,,,,,2,2,2,4,3,3,3,1,0,5,5,0,3,3,3,1,44,Male
290,68.228.160.155,10.366666666666667,40-person group,reputation,contribute 20,39,39,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","neutral
3
",3,1.3333333333333333,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,66,Female
291,74.204.80.202,10.35,20-person group,punishment,contribute 0,7,19,0.3684210526315789,5,"neutral
3
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,"slightly disagree
2
","neutral
3
",3,3,,,,,,,,,0,0,0,10,0,0,2,8,0,1,1,8,0,0,0,10,32,Female
292,108.251.60.63,10.35,20-person group,punishment,contribute 20,9,19,0.47368421052631576,3,"slightly agree
4
","slightly agree
4
",2,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly agree
4
",2,3.3333333333333335,,,,,,,,,3,3,3,1,0,0,10,0,0,5,5,0,4,3,3,0,32,Female
293,24.96.234.72,10.35,4-person group,reputation,contribute 20,2,3,0.6666666666666666,6,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,2.1666666666666665,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,42,Female
294,47.37.68.132,10.333333333333334,40-person group,reputation,contribute 20,15,39,0.38461538461538464,3,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,28,Female
295,156.144.224.26,10.333333333333334,20-person group,punishment,contribute 20,15,19,0.7894736842105263,6,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,1.5,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,37,Male
296,76.164.97.27,10.333333333333334,4-person group,reputation,contribute 20,2,3,0.6666666666666666,6,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","slightly agree
4
",2,"completely disagree
1
","slightly agree
4
",2,1.6666666666666667,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),6 tokens,Member 1 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,37,Female
297,99.140.98.82,10.316666666666666,20-person group,punishment,contribute 0,7,19,0.3684210526315789,4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,4,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,23,Female
298,98.113.32.206,10.316666666666666,4-person group,reputation,contribute 20,2,3,0.6666666666666666,5,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,2.3333333333333335,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,30,Male
299,98.127.208.10,10.316666666666666,40-person group,punishment,contribute 20,20,39,0.5128205128205128,5,"completely disagree
1
","completely disagree
1
",5,"slightly disagree
2
","slightly disagree
2
",4,"slightly agree
4
","neutral
3
",3,3.1666666666666665,,,,,,,,,2,2,2,4,0,0,0,10,0,5,0,5,3,3,4,0,53,Female
300,71.176.128.61,10.3,4-person group,control,contribute 20,2,3,0.6666666666666666,5,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","slightly disagree
2
",4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,20,Female
301,73.74.239.237,10.3,40-person group,reputation,contribute 0,20,39,0.5128205128205128,4,"slightly disagree
2
","neutral
3
",3,"neutral
3
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.3333333333333335,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),0 tokens,I choose no one,,,,,,,,,,,,,,,,,,24,Male
302,73.1.68.70,10.266666666666667,20-person group,reputation,contribute 20,19,19,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 3 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,26,Male
303,65.32.105.75,10.25,40-person group,punishment,contribute 20,25,39,0.6410256410256411,5,"slightly agree
4
","slightly agree
4
",2,"slightly agree
4
","completely agree
5
",1,"neutral
3
","completely agree
5
",1,2.5,,,,,,,,,0,0,0,10,0,0,10,0,0,5,5,0,3,3,4,0,21,Male
304,67.221.206.247,10.25,20-person group,punishment,contribute 20,9,19,0.47368421052631576,2,"slightly disagree
2
","slightly agree
4
",2,"slightly agree
4
","completely disagree
1
",5,"slightly agree
4
","slightly agree
4
",2,3.1666666666666665,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,49,Female
305,67.61.91.172,10.233333333333333,20-person group,punishment,contribute 20,17,19,0.8947368421052632,6,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.1666666666666667,,,,,,,,,,0,0,10,0,0,1,9,0,0,0,10,0,0,0,10,33,Female
